W/L,Win_Margin,Away,Home,Year,Point_Differential,RW,GF/GP,GA/GP,Total_goal_differential,PP%,PK%,Net PP%,Net PK%,Shots/GP,SA/GP,Shot_Differential,FOW%,Win% 1 Goal Game,Win% 2 Goal Game,Win% 3 Goal Game,Wins 1 Goal Game,Wins 2 Goal Game,Wins 3 Goal Game,Loss 1 Goal Game,Loss 2 Goal Game,Loss 3 Goal Game,SF GP,W% SF,W% TF,PIM,Pen Drawn/60,Pen Taken/60,Net Pen/60,Bench,Minor,Major,Match,Msct,G Msct,GF in P1,GA in P1,GF in P2,GA in P2,Wins Lead 1P,Loss Lead 1P,Ties Lead 1P,OT Loss Lead 1P,Win% Lead 1P,Wins Lead 2P,Loss Lead 2P,Ties Lead 2P,OT Loss Lead 2P,Win% Lead 2P,Wins Trail 1P,Loss Trail 1P,Ties Trail 1P,OT Loss Trail 1P,Win% Trail 1P,Wins Trail 2P,Loss Trail 2P,Ties Trail 2P,OT Loss Trail 2P,Win% Trail 2P
1,3,PIT,NJD,2001,15,4,0.17,-0.74,0.91,2.6,4,3.7,5,2.4,-4.5,6.9,2.7,0.063,0.03,0.245,2,-6,10,-1,-3,-5,8,0.06,0.03,-350,-1.46,-1.62,0.15,3,-113,-18,0,-4,0,17,-6,13,-36,4,-3,1,-1,0.106,9,0,1,-1,0.024,-1,-6,-3,0,0.088,0,-11,0,0,0.056
1,3,STL,COL,2001,15,9,0.25,-0.04,0.29,3.3,-2.6,2.1,-3.2,-1.2,1.5,-2.7,-0.6,0.076,0.371,-0.016,-1,14,-4,-2,-3,-1,3,-0.007,0.206,-207,-0.73,-0.98,0.24,1,-67,-17,0,3,-2,16,4,7,-6,4,1,0,0,-0.003,7,1,1,-1,0.005,2,-1,0,1,0.06,-2,-8,-1,-1,-0.018
1,1,TOR,NJD,2001,21,9,0.77,-0.14,0.91,6.8,-0.3,7.5,2,3.8,-2.7,6.5,-3.4,0.016,0.25,0.219,-1,2,10,0,-6,-4,5,0.06,0.165,-195,-0.71,-0.9,0.19,6,-76,3,1,-15,7,27,6,24,-1,4,-2,-2,-1,0.151,8,-1,0,-2,0.103,2,-8,0,0,0.15,-1,-9,1,1,0.013
0,-1,PIT,BUF,2001,2,3,-0.77,-0.88,0.11,-4.2,7.3,-2.5,7.3,-2.3,-2.4,0.1,3.3,0.135,-0.08,0.026,6,-2,0,1,2,-1,14,0.093,-0.141,-336,-0.84,-1.52,0.67,-2,-96,-32,-1,6,-3,-10,-30,-20,-31,3,-3,1,-2,0.129,10,0,0,-1,0.05,-8,-2,-6,0,-0.185,-2,-2,-2,-1,-0.044
1,1,LAK,COL,2001,26,11,0.22,-0.44,0.66,2.6,1.6,1.3,1.2,1.3,-1.2,2.5,0.6,0.189,0.217,0.102,1,13,0,-7,0,-5,-4,0.148,0.239,-58,-0.08,-0.44,0.36,-1,-38,0,0,3,-1,3,6,2,-24,4,0,-5,1,0.121,9,1,2,-1,-0.01,4,-2,4,1,0.098,1,-11,0,0,0.087
0,-4,STL,DAL,2001,3,5,-0.1,-0.1,0,0.9,0.8,0.8,-1,-4.8,1.3,-6.1,-0.7,0.042,0.214,-0.039,6,3,-4,5,-3,0,4,0.02,0.056,-304,-0.8,-1.03,0.22,-2,-55,-24,0,-5,-2,0,3,-6,4,1,-1,2,-1,0.007,2,-1,-2,-1,0.1,-1,4,-5,-1,-0.01,-3,2,-2,-1,-0.101
1,2,CAR,NJD,2001,23,11,1.01,-0.36,1.37,4,-2.5,6.3,-1.4,4.6,-2.2,6.8,-5.5,-0.12,0.171,0.453,-6,1,15,1,-4,-10,4,0.102,0.111,152,-0.56,0.07,-0.63,4,-28,22,1,1,7,33,8,30,-28,8,-1,-1,-1,0.147,11,2,-1,-1,0.032,0,-6,1,0,0.07,1,-11,3,2,0.067
0,-4,TOR,OTT,2001,19,11,0.51,-0.02,0.53,2.5,1.4,3.8,3.7,2.4,-0.1,2.5,-4.2,0.129,0.15,0.122,3,3,5,-3,-3,-2,11,0.053,0.119,-368,-0.24,-0.99,0.75,2,-51,-16,0,-18,-1,25,-12,11,15,6,-2,2,0,0.049,9,-1,3,-1,0.019,-2,-7,-2,0,0.037,-4,-8,-1,-1,-0.102
0,-2,PIT,WSH,2001,0,0,-0.59,-0.55,-0.04,1,3.4,2,3.2,-0.6,-1.5,0.9,8.5,0.239,-0.32,0.017,11,-10,-2,-4,5,-2,3,0.102,-0.135,-444,-1.39,-1.31,-0.09,-1,-51,-44,0,-6,-6,-15,-9,10,-25,1,-4,3,-2,0.088,1,-1,4,-1,-0.053,-1,2,-3,1,-0.022,0,-4,0,0,0.015
0,-2,BUF,PHI,2001,2,-4,0.27,0.28,-0.01,-0.4,-5.5,-1.7,-3.8,3,-0.7,3.7,0.3,-0.014,-0.052,0.07,-2,-6,5,-3,-2,0,0,-0.1,0.063,-66,0.03,-0.12,0.16,0,-18,30,0,-12,-6,7,22,7,2,-5,1,3,2,-0.195,-5,0,2,3,-0.131,3,2,2,-1,0.099,2,-3,2,-1,0.074
1,4,VAN,COL,2001,28,15,0.38,-0.56,0.94,4.9,1.9,4.6,2,-0.5,-0.8,0.3,4.4,0.1,0.492,0.154,-5,16,5,-4,-4,-4,-1,0.173,0.231,-199,0.34,-1.1,1.44,2,-104,17,-2,-6,0,15,-2,12,-28,5,-1,-2,0,0.108,14,1,-1,-1,0.086,3,-6,2,-2,0.148,-2,-10,-2,-2,0
0,-2,LAK,DET,2001,19,4,0.02,-0.32,0.34,2.7,4.5,2.6,3.5,4.4,0.8,3.6,3.7,0.171,0.101,0.118,13,6,-8,0,1,-9,-1,0.12,0.165,-114,-0.06,-0.18,0.12,1,7,-20,0,-2,-1,-3,10,-8,-6,-3,0,-5,0,0.103,1,-1,0,-2,0.08,3,-1,0,2,0.098,5,-7,0,2,0.193
1,2,EDM,DAL,2001,13,8,-0.02,-0.43,0.41,4.8,2.4,3.9,1,-0.6,-1.2,0.6,0.1,0.056,0.043,0.167,4,-3,8,1,-3,-2,6,0.108,0.045,-246,-0.89,-0.9,0.01,0,-58,-12,-2,-4,-1,1,2,1,-8,8,-2,1,-1,0.132,6,-1,-1,-1,0.093,0,-1,-3,0,0.046,-1,0,-5,1,-0.027
1,2,SJS,STL,2001,8,4,0.39,0.04,0.35,4.7,-0.8,5.3,1.2,2.8,-2.9,5.7,3.6,0.024,-0.196,0.164,-4,-4,11,-6,2,-1,3,0.122,-0.073,-19,-0.13,-0.43,0.31,3,-60,21,-3,3,-1,8,-7,19,-1,4,-1,0,0,0.061,11,1,2,2,-0.111,-4,-4,3,1,-0.112,-3,-5,0,2,-0.063
1,2,DAL,NJD,2000,1,2,0.49,0.24,0.25,4.4,-1.8,3.7,-1.8,7.5,-1,8.5,-3.3,0.116,-0.31,0.157,-1,-8,11,-5,6,0,-4,0.01,0.065,284,-0.24,0.66,-0.89,5,17,14,3,6,8,4,-2,29,21,0,-2,-1,0,0.064,8,-4,-1,-2,0.215,-2,3,-2,-2,-0.026,-4,-1,1,1,-0.126
0,-1,NJD,PHI,2000,2,-3,-0.17,-0.3,0.13,0.2,-0.8,1.4,-1.5,-2.7,-2,-0.7,2.4,-0.184,0.407,-0.05,-6,11,-5,6,-8,0,1,0.074,-0.098,-80,0.78,-0.05,0.83,-7,12,6,-3,-5,-4,-4,-10,-4,-13,6,-1,-1,-2,0.144,4,2,3,2,-0.126,-4,-4,2,2,-0.103,-1,0,-3,-1,-0.01
1,1,COL,DAL,2000,6,3,-0.27,-0.21,-0.06,-3.8,4.8,-4.1,6.8,-1.1,-1.2,0.1,1.1,0.017,0.006,-0.004,4,-1,-2,-3,-1,-1,3,-0.062,0.088,-89,0.46,-0.33,0.78,-3,-9,-17,0,3,-1,0,7,-18,-16,0,0,3,2,-0.114,-8,2,1,3,-0.19,5,0,-1,1,0.113,3,-1,1,-1,0.094
1,2,PIT,PHI,2000,17,5,-0.05,-0.7,0.65,4.7,4.1,5.8,4.2,4.3,-5.1,9.4,3.7,0.101,0.13,0.185,0,6,2,-3,-1,-5,2,0.105,0.072,12,0.27,0.13,0.14,-3,9,14,0,-3,-4,-7,-21,5,-15,7,-3,1,-2,0.154,6,-1,4,3,-0.092,-1,-6,0,2,0.018,-1,-8,-2,-1,0.025
0,-2,NJD,TOR,2000,-3,-4,-0.06,0.23,-0.29,-2.3,-5.1,-0.6,-4.6,-6.7,3.5,-10.2,1.5,0.02,0.207,-0.229,2,6,-8,2,-3,4,-3,0.14,-0.134,-210,0.03,-0.4,0.43,-5,-5,-6,-3,-7,-6,-1,7,-1,-1,5,0,-4,-1,0.167,4,1,-1,0,0.013,-8,2,4,1,-0.292,-1,4,-1,1,-0.053
1,3,SJS,DAL,2000,15,9,-0.17,-0.37,0.2,-0.8,5.7,-2.3,4.3,-1.8,-2.1,0.3,3.3,0.104,0.23,0.06,5,8,-5,-1,-1,-5,11,-0.02,0.144,-263,-0.74,-1.09,0.34,3,-82,-5,-1,2,-9,9,-10,-15,-12,2,1,4,0,-0.095,-6,2,3,2,-0.208,9,-9,-1,-2,0.312,6,-4,0,-2,0.215
1,3,DET,COL,2000,-12,-7,-0.55,-0.11,-0.44,-0.9,-1.4,-1.4,-5.3,-5.3,1.3,-6.6,-1.9,0,-0.115,-0.073,4,-3,-7,4,3,-1,-3,0.001,-0.149,104,-0.42,0.29,-0.7,-1,-2,32,-1,-5,1,-18,-6,-19,4,-7,-3,-2,0,0.05,-11,-2,1,0,-0.015,0,3,1,-1,-0.044,4,5,-1,-1,0.139
1,3,BUF,PHI,2000,20,9,0.29,-0.31,0.6,9.8,1.7,10.5,1.6,3.2,-3.3,6.5,3.8,0.037,0.209,0.23,-1,9,2,-2,-1,-7,0,0.087,0.167,60,0.36,-0.13,0.49,-1,-34,24,0,0,1,10,-2,10,-22,7,0,-1,-2,0.13,6,1,2,3,-0.092,6,-8,3,1,0.256,2,-8,-2,0,0.114
0,-3,PIT,WSH,2000,14,5,-0.17,-0.51,0.34,-0.6,3.6,1.5,4.2,1.6,-1,2.6,5.3,0.187,0.2,0.006,7,1,-1,-1,-5,-1,-1,0.13,0.044,-227,-1.07,-0.29,-0.78,0,9,-15,0,-9,-8,-7,-13,-3,-1,0,-1,2,-2,0.024,-2,-2,1,0,0.019,0,-3,-2,0,0.062,-1,-7,3,-1,-0.01
1,2,OTT,TOR,2000,5,-1,0.02,0.15,-0.13,1,-5.2,2,-3.9,-5.1,3.9,-9,0.4,0.157,-0.046,-0.065,4,2,-2,-6,4,1,4,-0.027,0.075,253,0.33,0.89,-0.56,-1,50,19,0,6,0,1,4,4,3,5,-1,-2,0,0.117,7,1,-2,0,0.051,-2,1,1,0,-0.077,-3,0,-1,1,-0.087
1,4,FLA,NJD,2000,5,2,0.08,-0.07,0.15,2.9,2,2,4.3,6.3,-4,10.3,3.1,0.242,-0.287,0.12,7,-8,3,-5,5,-3,0,0.044,0,-16,-0.87,-0.19,-0.68,2,-10,-14,2,5,0,-2,-1,11,6,-6,-2,4,0,-0.094,-1,-1,1,0,-0.004,7,2,-2,-2,0.225,2,-5,1,1,0.083
0,-1,SJS,STL,2000,27,15,0.28,-0.6,0.88,1.3,4.2,1.6,3.7,2.4,-6.6,9,2.8,0.198,0.283,0.232,0,8,8,-3,-3,-5,2,0.118,0.25,-153,-0.43,-0.39,-0.04,8,-27,-7,-1,-2,-5,11,-19,2,-5,6,0,0,-1,0.075,7,-2,1,0,0.046,5,-10,-3,-4,0.308,3,-7,3,-2,0.129
1,3,EDM,DAL,2000,14,12,-0.19,-0.35,0.16,-0.1,3.9,-1.5,4.4,-2.6,-1.7,-0.9,1.5,0.22,0.012,-0.071,6,6,-1,-8,4,1,9,0.062,0.156,-315,-0.36,-1.22,0.85,-2,-83,-11,0,-3,-6,3,-12,-11,-16,7,0,4,1,-0.031,2,4,-2,2,-0.074,5,-3,-3,0,0.175,4,-2,-1,-4,0.157
1,3,PHX,COL,2000,6,2,0.01,-0.33,0.34,7.6,-1.5,7.5,-5.1,-0.3,-0.7,0.4,1.1,-0.05,0.119,0.171,-2,4,1,4,-2,-5,6,-0.001,0.02,178,0.14,0.65,-0.51,3,31,18,-1,4,-1,-2,-14,7,6,4,0,2,-3,0.07,6,-2,0,-2,0.13,2,-2,0,0,0.08,2,-2,-1,0,0.081
1,4,LAK,DET,2000,14,10,0.4,-0.22,0.62,3.5,3.6,5.1,7.3,2.5,-1.4,3.9,1.6,-0.006,0.192,0.149,-3,10,2,0,0,-5,11,0.041,0.114,-299,-0.62,-1.12,0.49,8,-65,-37,1,0,-1,13,-11,17,-1,6,4,3,-1,-0.086,12,3,0,-1,-0.007,0,-4,-1,0,0.068,-2,-7,1,0,-0.058
1,2,BUF,DAL,1999,23,14,0.36,-0.08,0.44,5.3,0.3,6.2,0.7,1.4,-6,7.4,5.2,0.342,0.056,0.041,12,-1,3,-7,-2,0,15,-0.054,0.253,-453,0.18,-1.31,1.49,-4,-70,-17,-1,-17,-4,22,-7,20,-14,6,-1,3,0,-0.022,10,1,2,0,-0.031,8,-11,-4,0,0.476,-4,-7,-3,0,-0.102
0,-3,BUF,TOR,1999,6,5,0.75,0.69,0.06,0.9,-5.9,1.2,-5.2,2.1,-1.2,3.3,2,0.275,-0.05,-0.138,8,-4,4,-6,-1,9,8,-0.135,0.26,-466,-0.23,-1.48,1.25,0,-98,-6,-1,-21,-2,18,6,31,15,-2,6,0,0,-0.185,9,0,-1,0,0.05,8,-5,-3,0,0.32,-1,2,-2,0,-0.028
1,1,COL,DAL,1999,16,6,-0.03,-0.45,0.42,-0.1,2.8,2.1,2.9,-0.4,-3.8,3.4,2.6,0.203,-0.067,0.186,7,-5,5,-5,0,-4,13,0.058,0.003,-511,-0.58,-1.68,1.1,-3,-80,-41,0,-13,-1,18,-11,8,-27,6,-2,3,0,0.01,11,0,4,0,-0.056,0,-8,-4,0,0.223,-4,-7,0,0,-0.12
1,2,PIT,TOR,1999,7,8,0.32,0.08,0.24,-3.5,-1.2,-1.3,-2.3,2.8,2.8,0,0.8,0.056,0.219,-0.111,4,1,2,0,-7,7,5,0.017,0.125,118,0.46,0.49,-0.03,2,17,22,0,-2,-1,7,5,22,-12,0,0,0,0,0,10,-4,-1,0,0.154,7,-3,-4,0,0.28,-2,0,-4,0,-0.034
0,-2,BUF,BOS,1999,0,3,0.09,0.08,0.01,4.2,3,3.6,2.5,1.4,-2.9,4.3,3.8,0.219,-0.474,0.066,4,-10,8,-6,7,1,0,-0.077,0.116,-379,-0.2,-1.59,1.39,-5,-112,-7,-1,-18,8,-1,-6,3,-7,-1,0,4,0,-0.126,-1,0,0,0,-0.004,7,1,-2,0,0.21,-2,-1,-3,0,-0.041
1,2,STL,DAL,1999,27,12,-0.01,-0.5,0.49,-1.5,-1.4,-1.1,-1.3,-2.5,1.2,-3.7,1,0.378,0.168,0.026,14,-2,2,-6,-7,0,10,0.082,0.182,-200,1.33,-0.75,2.08,1,-46,-14,-1,-1,-2,-8,-16,22,-20,3,-5,1,0,0.112,12,-1,-1,0,0.101,5,-10,-1,0,0.348,-4,-12,0,0,-0.093
1,2,DET,COL,1999,5,1,-0.08,0.04,-0.12,2.8,-3.6,1.2,-5.8,-4,0.8,-4.8,-2.6,-0.015,0.329,-0.182,3,5,-7,3,-10,3,-8,-0.011,0.117,417,0.38,1.27,-0.88,2,49,47,-1,12,-3,-18,13,-4,5,-5,-1,-3,0,0.065,-7,-1,-1,0,0.028,5,1,6,0,0.055,3,-2,0,0,0.105
0,-1,PIT,NJD,1999,15,13,0.07,-0.35,0.42,1.8,4,4,2.9,5.8,-1.3,7.1,0.8,0.018,0.184,0.133,3,5,1,1,-3,-4,7,0.092,0.058,378,-0.01,1.19,-1.2,0,49,40,0,10,-2,13,3,7,-30,6,-2,-1,0,0.126,10,-2,1,0,0.07,5,-4,-5,0,0.261,-3,-8,-5,0,-0.017
0,-4,BUF,OTT,1999,12,9,0.39,0.05,0.34,1.4,-0.1,0,0.3,4.3,-4.8,9.1,0.3,0.183,0.046,0,2,3,2,-6,0,1,9,-0.107,0.184,-669,-0.26,-2.02,1.76,-2,-105,-37,-1,-21,-5,11,5,10,-8,4,0,2,0,-0.034,4,1,-1,0,0.014,5,-1,-2,0,0.179,-4,-3,-2,0,-0.116
0,-2,BOS,CAR,1999,-5,-4,-0.05,0.25,-0.3,-6.7,-3.9,-5.8,-3.5,-1.5,2.2,-3.7,-2.2,-0.174,0.53,-0.257,-2,9,-12,6,-9,3,7,-0.088,-0.117,-24,0.16,0.38,-0.22,2,51,-12,0,1,-8,7,-2,-2,13,-3,3,-1,0,-0.084,-2,1,3,0,-0.113,-6,-9,2,0,-0.123,0,2,4,0,-0.023
1,2,PHI,TOR,1999,4,4,0.45,0.43,0.02,-2.4,-3.8,-2.2,-2.8,-1.6,5.9,-7.5,-5.4,0.17,-0.067,-0.071,6,-1,3,-3,1,6,0,0.086,0.114,20,-0.15,-0.18,0.02,2,-32,6,0,2,3,12,14,24,10,1,3,-6,0,0.074,8,-1,-6,0,0.181,2,0,1,0,0.036,1,4,-2,0,0.022
1,4,EDM,DAL,1999,36,18,0.08,-0.71,0.79,4.4,4.4,5.7,4.2,-1.6,-3.1,1.5,4.7,0.33,0.294,0.148,10,5,3,-9,-5,-4,17,0.011,0.26,-265,-0.98,-0.98,0.01,-2,-58,-17,0,-5,-1,20,-19,15,-27,12,-4,4,0,0.104,14,-2,3,0,0.044,7,-13,-2,0,0.441,-1,-15,-3,0,0.003
0,-2,COL,SJS,1999,18,12,0.52,0.17,0.35,5.6,-1.3,3.4,-1.5,1.9,0.8,1.1,3.2,0.08,0.344,-0.023,5,8,0,1,-7,1,-6,0.087,0.304,196,0.25,0.47,-0.22,2,-4,32,0,8,-4,3,10,27,2,1,-1,-4,0,0.141,4,-1,-2,0,0.107,8,-2,-1,0,0.253,4,-4,-4,0,0.148
1,4,ANA,DET,1999,10,7,0.37,-0.05,0.42,-5.9,2.8,-5.6,5.2,3.6,-4.7,8.3,4.2,0.171,-0.203,0.185,2,1,5,-6,9,-5,7,0.051,0.073,-121,0.22,-0.56,0.77,-2,-36,-13,1,-4,5,14,-8,14,10,5,0,-4,0,0.125,6,0,-5,0,0.135,2,-4,-3,0,0.148,0,2,-2,0,0
0,-1,STL,PHX,1999,3,1,-0.39,-0.15,-0.24,-8.3,-0.8,-8.4,-0.3,-0.9,4.6,-5.5,-3.1,0.164,0.129,-0.201,4,0,-2,-3,-5,7,-3,0,0.082,104,0.88,-0.14,1.02,3,-36,8,0,9,4,-27,-21,-2,1,-7,-1,1,0,-0.076,2,-1,2,0,-0.006,0,0,0,0,0,-2,-5,1,0,-0.041
